OBJECTID_12,Cod_Favela,Nome,Cod_Comp,Complexo,UPP,Pop_SABR,Dom_SABR,Fonte,Porte,Bairro,RA,RP,AP,Programa_Urbanizacao_1,Programa_Urbanizacao_2,Programa_Urbanizacao_3,Contagem_Domicílios,Ano_Contagem_Domicílios,PROAP,PROAP_Panoramas,PROAP_MRP,PROAP_Fichas,Grau_Urbanizacao,Urbanizadas_DEC36388_2012,Urbanizáveis_DEC36388_2012,AEIS_Número,AEIS_Data,AEIS_Número_Data,Denominação_AEIS,Observações_AEIS,Validação_AEIS_SMH,Ciclo_Morar_Carioca,Observações_Ciclos,Agrupamento_Número,Agrupamento_Nome,Agrupamento_Número_Nome
2666,443,Vila da Paz (RA - Barra da Tijuca),2107,Tijuquinha,N,551,183,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,2,0,0,0, ,,,, ,3,0,1,2817,23/06/1999,2817/1999,Vila da Paz,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2667,374,Tijuquinha,2107,Tijuquinha,N,5833,2059,IBGE - Censo Demográfico 2010,> 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,2,0,0,0, ,,,, ,3,0,1,2817,23/06/1999,2817/1999,Tijuquinha,A AEIS abrange apenas parcialmente a área da favela.,1,0, , , , 
2668,41,Chácara do Céu,0,Isolada,Vidigal / Chácara do Céu,694,214,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,30,Lagoa,Zona Sul,2,7,6,0,345,2014,,,, ,3,0,1,4883,23/07/2008,4883/2008,Chácara do Céu,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,2, ,06,Chácara do Céu,06 - Chácara do Céu
2669,446,Vila Pedra Bonita,2020,Vila Canoas,N,207,55,IBGE - Censo Demográfico 2010,< 100 domicílios,31,Lagoa,Zona Sul,2,2,0,0,0, ,,,, ,3,0,1,4707,09/11/2007,4707/2007,Vila Canoas e Pedra Bonita,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2670,375,Vila Canoas,2020,Vila Canoas,N,758,254,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,31,Lagoa,Zona Sul,2,2,0,0,0, ,,,, ,3,0,1,4707,09/11/2007,4707/2007,Vila Canoas e Pedra Bonita,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2671,370,Muzema,2106,Muzema,N,4503,1528,IBGE - Censo Demográfico 2010,> 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,2,0,0,0, ,,,, ,3,0,1,2817,23/06/1999,2817/1999,"Muzema; Cambalacho",A favela é parcialmente atingida por dois polígonos de AEIS distintos.,1,0, , , , 
2672,462,Cambalacho,2106,Muzema,N,1477,499,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , ," Apesar da denominação (Cambalacho), a AEIS declarada pela Lei 2817/1999 não abrange esta favela, mas sim parte da favela Muzema e parte de área formal.",0,0, , , , 
2673,361,Angu Duro,0,Isolada,N,493,152,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2674,369,Floresta da Barra da Tijuca,0,Isolada,N,3434,1019,IBGE - Censo Demográfico 2010,> 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,1,0,0,0, ,,,, ,1,1,0,2647,27/05/1998,2647/1998,Floresta da Barra da Tijuca,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2675,396,Agrícola,2104,Agrícola,N,505,159,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2676,398,Furnas,2104,Agrícola,N,239,88,IBGE - Censo Demográfico 2010,< 100 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2677,397,Fazenda,0,Isolada,N,444,154,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,127,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2678,291,Vila Comari,2131,Vila Mangueiral,N,364,114,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,144,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2679,292,Vila do Céu,2130,Vila do Céu,N,3014,919,IBGE - Censo Demográfico 2010,> 500 domicílios,147,Campo Grande,Campo Grande,5,1,0,0,0, ,,,, ,1,1,0,2818,23/06/1999,2818/1999,Vila do Céu,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2680,293,Vila Jurari,0,Isolada,N,216,69,IBGE - Censo Demográfico 2010,< 100 domicílios,151,Guaratiba,Guaratiba,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2681,294,Vila São Jorge (RA - Campo Grande),2132,Vila São Jorge,N,3568,1147,IBGE - Censo Demográfico 2010,> 500 domicílios,147,Campo Grande,Campo Grande,5,1,0,0,0, ,,,, ,1,1,0," 2818; LC72; 4901","1999; 2004; 2008","4901/2008, 2818/1999 e LC72/2004", Vila São Jorge,"A AEIS foi criada pela Lei 2818/1999, tendo seus limites alterados pela 4901/2008. A LC72/2004 também delimitou a área.",1,0, , , , 
2682,295,Vila União (RA - Campo Grande),2132,Vila São Jorge,N,1246,407,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,146,Campo Grande,Campo Grande,5,0,0,0,0, ,,,, ,4,0,1,LC72,27/07/2004,LC72/2004,Vila União, ,1,0, , , , 
2683,296,Vila Nossa Senhora da Paz,2094,Condomínio Paco do Lumiar,N,442,167,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,121,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,Nossa Senhora da Paz,A AEIS abrange apenas parcialmente a área da favela.,1,0, , , , 
2684,297,"Avenida João XXIII, nº 300",0,Isolada,N,660,209,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2685,298,Beco da Guarda,0,Isolada,N,955,268,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,150,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2686,299,Coréia (RA - Santa Cruz),0,Isolada,N,221,68,IBGE - Censo Demográfico 2010,< 100 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2687,300,Divinéia,2139,Três Pontes,N,4436,1332,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,148,Santa Cruz,Santa Cruz,5,1,0,0,0, ,,,, ,1,1,0,2818,23/06/1999,2818/1999,Divinéia,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2688,301,Linha de Austin,2135,Linha de Austin,N,1963,573,IBGE - Censo Demográfico 2010,> 500 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1,LC72,27/07/2004,LC72/2004,Linha de Austin, ,1,0, , , , 
2689,302,Margem do Canal do Cação Vermelho,0,Isolada,N,1422,405,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2690,303,Margem do Canal de São Francisco,0,Isolada,N,215,60,IBGE - Censo Demográfico 2010,< 100 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2691,304,Rua Iconha,0,Isolada,N,82,24,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,148,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2692,305,Três Pontes,2139,Três Pontes,N,4206,1269,IBGE - Censo Demográfico 2010,> 500 domicílios,149,Santa Cruz,Santa Cruz,5,1,0,0,0, ,,,, ,1,1,0,2499,26/11/1996,2499/1996,Três Pontes,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2693,306,Vala do Sangue,0,Isolada,N,1346,393,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,149,Santa Cruz,Santa Cruz,5,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2694,307,Bairro da Sapucaia,2065,Praia da Rosa,N,1567,477,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,101,Ilha do Governador,Ilha do Governador,3,2,0,0,0, ,,,, ,1,1,0,2616,16/01/1998,2616/1998,Praia da Rosa / Sapucaia,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite das favelas (Bairro da Sapucaia e Praia da Rosa) estabelecidos pelo SABREN.,1,0, , , , 
2695,308,Bairro Nossa Senhora das Graças,2061,Bairro Nossa Senhora das Graças,N,7127,2355,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,94,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1,3959,29/03/2005,3959/2005,Nossa Senhora das Graças,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2696,309,Bela Vista da Pichuna,2062,Bela Vista da Pichuna,N,4122,1343,IBGE - Censo Demográfico 2010,> 500 domicílios,98,Ilha do Governador,Ilha do Governador,3,1,0,0,0, ,,,, ,1,1,0,2811,15/06/1999,2811/1999,Bela Vista da Pixuna,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2697,310,Colônia de Pescadores Almirante Gomes Pereira,0,Isolada,N,2345,787,IBGE - Censo Demográfico 2010,> 500 domicílios,93,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1,4394,12/09/2006,4394/2006,Colônia de Pescadores Almirante Gomes Pereira,O polígono de AEIS é ligeiramente diferente do limite da favela estabelecido pelo SABREN.,1,0, , , , 
2698,311,Conjunto Residencial dos Servidores Municipais,2063,Conjunto Residencial dos Servidores,N,1369,437,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,101,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2699,312,Guarabu,2064,Morro do Dendê,N,6886,2284,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,100,Ilha do Governador,Ilha do Governador,3,0,6,0,0, ,,,, ,1,0,1,3961,29/03/2005,3961/2005,Guarabu,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2700,313,Morro das Araras,2062,Bela Vista da Pichuna,N,681,231,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,98,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2701,314,Morro do Dendê,2064,Morro do Dendê,N,10036,3260,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,101,Ilha do Governador,Ilha do Governador,3,1,0,0,0, ,,,, ,1,0,1,3122,31/10/2000,3122/2000,Morro do Dendê,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2702,315,Morro do Querosene,2063,Conjunto Residencial dos Servidores,N,805,258,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,101,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2703,316,Parque Proletário dos Bancários,0,Isolada,N,3728,1179,IBGE - Censo Demográfico 2010,> 500 domicílios,97,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2704,317,Parque Royal,0,Isolada,N,6345,1956,IBGE - Censo Demográfico 2010,> 500 domicílios,103,Ilha do Governador,Ilha do Governador,3,1,0,0,0, ,,,, ,1,1,0,2499,26/11/1996,2499/1996,Parque Royal,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2705,319,Praia da Rosa,2065,Praia da Rosa,N,1832,558,IBGE - Censo Demográfico 2010,> 500 domicílios,101,Ilha do Governador,Ilha do Governador,3,2,0,0,0, ,,,, ,1,1,0,2616,16/01/1998,2616/1998,Praia da Rosa / Sapucaia,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite das favelas (Bairro da Sapucaia e Praia da Rosa) estabelecidos pelo SABREN.,1,0, , , , 
2706,320,Jardim Duas Praias,2063,Conjunto Residencial dos Servidores,N,910,292,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,97,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2707,321,Rua Guariúba,2064,Morro do Dendê,N,201,65,IBGE - Censo Demográfico 2010,< 100 domicílios,96,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2708,322,"Rua Rodano, Lote 22, Quadra 31",2064,Morro do Dendê,N,81,27,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,100,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2709,323,Serra Morena,0,Isolada,N,636,210,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,99,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2710,324,Tremembé,0,Isolada,N,748,218,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,97,Ilha do Governador,Ilha do Governador,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2711,325,Almirante Tamandaré,2077,"Gleba I, da Antiga Fazenda Botafogo",N,270,79,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,112,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2712,326,Avenida,2069,Avenida,N,28,9,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2713,327,Bairro da Pedreira,2075,Bairro da Pedreira,N,8339,2410,IBGE - Censo Demográfico 2010,> 500 domicílios,114,Pavuna,Pavuna,3,1,6,0,0, ,,,, ,3,0,1,4202,17/10/2005,4202/2005,Comunidade Pedreira - Nova Jerusalém,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2714,328,Beira Rio - Rua Arnaldo Murineli - (RA - Anchieta),2070,Beira Rio - Rua Arnaldo Murineli,N,288,83,IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2715,329,Beira Rio - Rua Matura (RA - Pavuna),0,Isolada,N,0,0, ,Sem informação,111,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2716,330,Fazenda Botafogo / Margem da Linha,2075,Bairro da Pedreira,N,7884,2414,IBGE - Censo Demográfico 2010,> 500 domicílios,113,Pavuna,Pavuna,3,1,0,0,0, ,,,, ,1,1,0,2811,15/06/1999,2811/1999,Fazenda Botafogo - Margem da Linha,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2717,331,Faz Quem Quer (RA - Anchieta),2071,Parque Criança Esperança,N,767,236,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,106,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2718,332,Fé em Deus,0,Isolada,N,879,243,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,108,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2719,333,Furão,0,Isolada,N,571,178,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,110,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2720,334,"Gleba I, da Antiga Fazenda Botafogo",2077,"Gleba I, da Antiga Fazenda Botafogo",N,11704,3879,IBGE - Censo Demográfico 2010,> 500 domicílios,112,Pavuna,Pavuna,3,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2721,335,Caminho do Job,2076,Chico Mendes (Morro do Chapadão),N,3260,1014,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,114,Pavuna,Pavuna,3,1,0,0,0, ,,,, ,1,0,1,2499,26/11/1996,2499/1996,Caminho do Job,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2722,336,Margem da Linha,0,Isolada,N,1381,421,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,112,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1,3846,18/11/2004,3846/2004,Comunidade Nova Esperança,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2723,337,Morro do Mata Quatro,0,Isolada,N,884,308,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,106,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2724,338,Oliveira Bueno,2069,Avenida,N,116,34,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2725,339,Parque Acari,2073,Acari,N,6538,1884,IBGE - Censo Demográfico 2010,> 500 domicílios,111,Pavuna,Pavuna,3,1,0,0,0, ,,,, ,1,1,0,3575,04/06/2003,3575/2003,Parque Acari,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2726,340,Parque Anchieta,0,Isolada,N,516,156,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2727,341,Parque Bela Vista,2077,"Gleba I, da Antiga Fazenda Botafogo",N,1487,454,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,87,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2728,342,Parque Columbia,0,Isolada,N,488,173,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2729,343,Parque São José,2077,"Gleba I, da Antiga Fazenda Botafogo",N,1345,418,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,112,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2730,344,Parque Unidos,2079,Parque Unidos,N,2048,604,IBGE - Censo Demográfico 2010,> 500 domicílios,158,Pavuna,Pavuna,3,1,6,0,0, ,,,, ,1,0,1,6125,09/03/2017,6125/2017,Parque Unidos,A AEIS não abrange toda a área da favela.,1,1, , , , 
2731,345,Araguatins,2074,Araguatins,N,149,45,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,114,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2732,346,Rua Itatiba,2069,Avenida,N,175,51,IBGE - Censo Demográfico 2010,< 100 domicílios,107,Anchieta,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2733,347,Rua Parnaíba,0,Isolada,N,26,9,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,110,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2734,348,Sossego - Alegria,2032,Bairro Proletário do Dique,N,1621,499,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,114,Pavuna,Pavuna,3,0,6,0,986,2012,,,, ,4,0,1, , , , , ,0,2, ,21,Dique,21 - Dique
2735,349,Vila Beira Rio,2032,Bairro Proletário do Dique,N,2584,794,IBGE - Censo Demográfico 2010,> 500 domicílios,114,Pavuna,Pavuna,3,0,6,0,825,2012,,,, ,4,0,1, , , , , ,0,2,Necessário Reassentamento de edificações situadas sobre a FNA,21,Dique,21 - Dique
2736,350,Vila Esperança (RA - Pavuna),2073,Acari,N,5233,1538,IBGE - Censo Demográfico 2010,> 500 domicílios,111,Pavuna,Pavuna,3,1,6,0,838, ,,,, ,1,0,1,6124,09/03/2017,6124/2017,Vila Esperança,A Lei nº 6124/2017 alterou a Lei anterior (nº 3575/2003).O polígono de AEIS não abrange a totalidade da área da favela.,1,1, , , , 
2737,351,Vila Eugênia,2059,Vila Eugênia,N,4686,1485,IBGE - Censo Demográfico 2010,> 500 domicílios,90,Madureira,Madureira,3,0,0,8,0, ,,,, ,3,0,1,3803,16/07/2004,3803/2004,Vila Eugênia / Muquiço,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2738,352,Vila Rica de Irajá,2073,Acari,N,10215,3035,IBGE - Censo Demográfico 2010,> 500 domicílios,111,Pavuna,Pavuna,3,1,6,0,0, ,,,, ,1,0,1,6124,09/03/2017,6124/2017,Vila Rica de Irajá,A Lei nº 6124/2017 alterou a Lei anterior (nº 3575/2003). O polígono de AEIS não coincide em sua totalidade com o polígono da área da favela.,1,1, , , , 
2739,353,Baronesa,2014,Vila Paraíso,N,172,57,IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,6,0,86,2012,,,, ,4,0,1,5521,14/09/2012,5521/2012,Vila Baronesa,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,2,Projeto finalizado no Plano de Intervenção. Necessário Reassentamento de edificações situadas sobre túnel viário,03,Vila Paraíso,03 - Vila Paraíso
2740,354,Francisco de Castro,0,Isolada,N,49,11,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2741,355,Júlio Otoni,0,Isolada,Cerro Corá,758,231,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,14,Santa Teresa,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2742,356,Morro da Coroa,0,Isolada,Fallet / Fogueteiro - Coroa,4069,1323,IBGE - Censo Demográfico 2010,> 500 domicílios,14,Santa Teresa,Centro,1,0,6,0,0, ,,,, ,1,0,1,3803,17/07/2004,3803/2004,Morro da Coroa,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2743,357,Morro dos Prazeres,2012,Morro dos Prazeres,Prazeres / Escondidinho,2136,622,IBGE - Censo Demográfico 2010,> 500 domicílios,14,Santa Teresa,Centro,1,1,0,0,0, ,,,, ,3,0,1,2499,26/11/1996,2499/1996,Escondidinho / Prazeres,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2744,358,Ocidental Fallet,0,Isolada,Fallet / Fogueteiro - Coroa,749,248,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,14,Santa Teresa,Centro,1,0,6,0,367,2012,,,, ,4,0,1, , , , , ,0,2, ,03,Vila Paraíso,03 - Vila Paraíso
2745,359,Travessa Vista Alegre,0,Isolada,N,154,51,IBGE - Censo Demográfico 2010,< 100 domicílios,14,Santa Teresa,Centro,1,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2746,360,Unidos de Santa Tereza,2013,Unidos de Santa Tereza,Fallet / Fogueteiro - Coroa,3768,1203,IBGE - Censo Demográfico 2010,> 500 domicílios,7,Rio Comprido,Centro,1,2,6,0,826,2012,,,, ,3,0,1,2912,29/10/1999,2912/1999,Unidos de Santa Teresa,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,2, ,03,Vila Paraíso,03 - Vila Paraíso
2747,362,Vista Alegre do Recreio,0,Isolada,N,689,227,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1,LC104,27/11/2009,LC104/2009,Quatorze (Vista Alegre do Recreio),A Lei de AEIS não apresenta descrição de limites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2748,363,Beira do Canal,0,Isolada,N,1233,380,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,131,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , ,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,0,0, , , , 
2749,364,Cachorro Sentado,0,Isolada,N,467,140,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , ,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,0,0, , , , 
2750,365,Caminho do Bicho,0,Isolada,N,0,0, ,Sem informação,130,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , ,A AEIS n° 2616/1998 declarada para o Conjunto Habitacional Novo Horizonte atinge parcialmente a área da favela.,0,0, , , , 
2751,366,Caminho do Marinho,0,Isolada,N,936,238,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,129,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,1, , , , ,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,0,0, , , , 
2752,367,Canal das Tachas,2105,Canal das Tachas,N,4562,1545,IBGE - Censo Demográfico 2010,> 500 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,1,0,0,0, ,,,, ,3,0,1,5759,16/06/2014,5759/2014,Vila Amizade / Canal das Taxas e  Vila Amizade / Canal das Taxas (Polígono A),"A favela é atingida por dois polígonos de AEIS distintos, porém contíguos. Os polígonos de AEIS abrangem áreas que estão fora dos limites estabelecidos pelo SABREN.",1,0, , , , 
2753,368,Canal do Cortado,0,Isolada,N,5120,1702,IBGE - Censo Demográfico 2010,> 500 domicílios,132,Barra da Tijuca,Barra da Tijuca,4,0,0,0,0, ,,,, ,4,0,0, , , , ,A Lei de AEIS não apresenta descrição de delimites. Para delimitação da AEIS foi usado o limite da favela estabelecido pelo SABREN.,0,0, , , , 
