OBJECTID_1,OBJECTID,Cod_Favela,Nome,Situacao,Cod_Comple,Complexo,Data_cadas,Cod_bairro,Bairro,Cod_RA,RA,Cod_RP,RP,Cod_AP,Pop_SABREN,Dom_SABREN,Fonte,UPP,COD_BAIRRO_,"SMH""RIO\02479574""Lim_Favelas__Area",ShapeSTArea,ShapeSTLength
820,820,265,Birigui,2,0,Isolada,1981/08/21 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,187,56,IBGE - Censo Demográfico 2010,N,139,7297.74515129,7297.745151365,479.505514492139
821,821,266,Boqueirão,2,0,Isolada,1981/09/02 00:00:00+00,160,Gericinó,17,Bangu,5.1,Bangu,5,76,31,IPP com base em IBGE - Censo Demográfico 2010,N,160,36619.8518037,36619.84921093,2488.55782097193
822,822,267,Caminho do Lúcio,1,2118,Fazenda Coqueiro,1981/09/02 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,3166,922,IPP com base em IBGE - Censo Demográfico 2010,N,141,122389.093556,122389.09355627,1704.79593096735
823,823,268,Coréia (RA - Bangu),1,2118,Fazenda Coqueiro,1981/09/02 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,4087,1315,IPP com base em IBGE - Censo Demográfico 2010,N,142,142463.686858,142463.68685714,2689.37977036597
824,824,269,Cosme e Damião,1,2114,Vila João Lopes,1981/08/26 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,1158,343,IBGE - Censo Demográfico 2010,N,139,40765.5512662,40765.551266465,1202.05319436801
825,825,270,Fazenda Coqueiro,1,2118,Fazenda Coqueiro,1981/09/02 00:00:00+00,142,Senador Camará,17,Bangu,5.1,Bangu,5,19775,6383,IPP com base em IBGE - Censo Demográfico 2010,N,142,1159274.92765,1159274.93441963,10155.9119066902
826,826,271,Frederico Faulhaber,2,0,Isolada,1981/08/26 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,1170,365,IBGE - Censo Demográfico 2010,N,139,56300.5704955,56300.571067365,3223.24302157097
827,827,272,Jacaré,1,2118,Fazenda Coqueiro,1981/09/21 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,5210,1667,IBGE - Censo Demográfico 2010,N,143,229057.242289,229057.24662304,3412.83156589707
828,828,273,Nilo,1,2110,Nilo,1981/08/21 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,452,135,IPP com base em IBGE - Censo Demográfico 2010,N,139,11381.2958554,11381.29585527,678.011247358214
829,829,274,Rua Jabaquara,2,0,Isolada,1981/08/21 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,215,65,IPP com base em IBGE - Censo Demográfico 2010,N,138,3299.88502876,3299.885028755,243.166447306308
830,830,275,Rua Santo Expedito,1,2112,Vila Brasil,1981/08/21 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,605,177,IPP com base em IBGE - Censo Demográfico 2010,N,138,9186.45189404,9186.451894015,420.942427733758
831,831,276,Tibagi,1,2120,Tibagi,1981/08/16 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,2120,662,IPP com base em IBGE - Censo Demográfico 2010,N,141,108576.167695,108576.170644395,2466.51293444096
832,832,277,Vila Brasil,1,2112,Vila Brasil,1981/08/21 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,1631,520,IBGE - Censo Demográfico 2010,N,138,40463.578646,40463.578645975,926.807693610077
833,833,278,Vila Catiri,1,2121,Vila Catiri,1981/09/09 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,3396,1082,IBGE - Censo Demográfico 2010,N,141,98350.10228,98350.10228005,1822.00914702146
834,834,279,Vila do Vintém,1,2113,Vila do Vintém,1981/09/02 00:00:00+00,140,Padre Miguel,17,Bangu,5.1,Bangu,5,14647,4728,IBGE - Censo Demográfico 2010,N,140,487719.88438,487719.883088685,4029.06030145089
835,835,280,Vila Progresso,1,2116,Alto Kennedy,1981/10/06 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,1497,484,IBGE - Censo Demográfico 2010,Vila Kennedy,141,58797.5209983,58797.52099831,1243.24188906026
836,836,281,Vila Santo Antônio (RA - Realengo),1,2110,Nilo,1981/08/21 00:00:00+00,139,Realengo,33,Realengo,5.1,Bangu,5,704,207,IBGE - Censo Demográfico 2010,N,139,14756.3872295,14756.38722942,652.153254505227
837,837,282,Jardim São Bento,1,2122,Vila Porta do Céu,1995/06/20 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,554,185,IBGE - Censo Demográfico 2010,N,141,17853.1035381,17853.103537865,681.521453963811
838,838,283,Vila São Miguel,1,2115,Vila São Miguel,1981/08/15 00:00:00+00,138,Magalhães Bastos,33,Realengo,5.1,Bangu,5,1654,518,IPP com base em IBGE - Censo Demográfico 2010,N,138,63057.379505,63057.379504735,1807.65350507691
839,839,284,Vila União da Paz,2,0,Isolada,1981/09/02 00:00:00+00,141,Bangu,17,Bangu,5.1,Bangu,5,831,249,IBGE - Censo Demográfico 2010,N,141,24912.6459708,24912.645970895,701.208380321199
840,840,285,Anes Dias,1,2118,Fazenda Coqueiro,1981/10/06 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,331,113,IBGE - Censo Demográfico 2010,N,143,9492.87591124,9492.87591122,461.694031968936
841,841,286,"Estrada da Caroba, nº 889",2,0,Isolada,1981/09/16 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,50,12,IPP com base em IBGE - Censo Demográfico 2010,N,144,1662.46271782,1662.46271785,204.570721509339
842,842,287,Morro da Esperança,1,2128,Morro da Esperança,1981/09/09 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,676,203,IBGE - Censo Demográfico 2010,N,143,32846.0697607,32846.069030155,1293.6920986762
843,843,288,Rio Piraquê,2,0,Isolada,1981/10/04 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,5950,1838,IPP com base em IBGE - Censo Demográfico 2010,N,151,447074.427048,447074.422365645,7248.2866566819
844,844,289,"Rua Teixeira Campos, nº 96/102",1,2128,Morro da Esperança,1981/09/09 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,529,160,IBGE - Censo Demográfico 2010,N,143,25465.0570299,25465.05702974,839.307834597901
845,845,290,"Rua Teixeira Campos, nº 642",1,2128,Morro da Esperança,1981/09/09 00:00:00+00,143,Santíssimo,18,Campo Grande,5.2,Campo Grande,5,321,102,IPP com base em IBGE - Censo Demográfico 2010,N,143,11161.7025893,11161.70258938,623.882062490458
846,846,318,Tirol,2,0,Isolada,1995/05/31 00:00:00+00,120,Freguesia (Jacarepaguá),16,Jacarepaguá,4.1,Jacarepaguá,4,2567,860,IPP com base em IBGE - Censo Demográfico 2010,N,120,154394.306738,154394.306309725,4382.28597200564
847,847,373,Sítio do Pai João,1,2107,Tijuquinha,1992/03/31 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,2520,885,IBGE - Censo Demográfico 2010,N,127,76393.4003919,76393.39608395,2399.37524889004
848,848,443,Vila da Paz (RA - Barra da Tijuca),1,2107,Tijuquinha,1991/07/18 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,551,183,IBGE - Censo Demográfico 2010,N,127,6655.81780635,6655.817806275,336.399449941652
849,849,374,Tijuquinha,1,2107,Tijuquinha,1981/09/23 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,5833,2059,IBGE - Censo Demográfico 2010,N,127,100044.379993,100044.37999325,1341.38046404785
850,850,41,Chácara do Céu,2,0,Isolada,1981/08/07 00:00:00+00,30,Vidigal,6,Lagoa,2.1,Zona Sul,2,694,214,IBGE - Censo Demográfico 2010,Vidigal / Chácara do Céu,030,21938.8237006,21938.823700575,950.714793924315
851,851,446,Vila Pedra Bonita,1,2020,Vila Canoas,1990/02/16 00:00:00+00,31,São Conrado,6,Lagoa,2.1,Zona Sul,2,207,55,IBGE - Censo Demográfico 2010,N,031,10868.8224738,10868.8224737,560.007384056871
852,852,375,Vila Canoas,1,2020,Vila Canoas,1981/09/22 00:00:00+00,31,São Conrado,6,Lagoa,2.1,Zona Sul,2,758,254,IBGE - Censo Demográfico 2010,N,031,10561.8415897,10561.84158964,651.92656393744
853,853,370,Muzema,1,2106,Muzema,1981/09/24 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,4503,1528,IBGE - Censo Demográfico 2010,N,127,93830.0710593,93830.068162355,3591.81128623089
854,854,462,Cambalacho,1,2106,Muzema,1991/07/23 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,1477,499,IBGE - Censo Demográfico 2010,N,127,29863.537489,29863.537489,741.682108261418
855,855,361,Angu Duro,2,0,Isolada,1981/09/24 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,493,152,IBGE - Censo Demográfico 2010,N,127,18970.0358298,18970.03583011,922.150038279344
856,856,369,Floresta da Barra da Tijuca,2,0,Isolada,1988/08/01 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,3434,1019,IBGE - Censo Demográfico 2010,N,127,156203.588511,156203.588511055,2194.41057558824
857,857,396,Agrícola,1,2104,Agrícola,1986/04/24 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,505,159,IBGE - Censo Demográfico 2010,N,127,59552.5565963,59552.556596385,1594.23315804627
858,858,398,Furnas,1,2104,Agrícola,1986/02/01 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,239,88,IBGE - Censo Demográfico 2010,N,127,20063.1008449,20063.10084486,999.372713602616
859,859,397,Fazenda,2,0,Isolada,1986/03/02 00:00:00+00,127,Itanhangá,24,Barra da Tijuca,4.2,Barra da Tijuca,4,444,154,IBGE - Censo Demográfico 2010,N,127,35959.0292777,35959.029277815,1656.14713856237
860,860,291,Vila Comari,1,2131,Vila Mangueiral,1981/09/16 00:00:00+00,144,Campo Grande,18,Campo Grande,5.2,Campo Grande,5,364,114,IBGE - Censo Demográfico 2010,N,144,15291.5299095,15291.52990954,980.43076550019
861,861,292,Vila do Céu,1,2130,Vila do Céu,1981/11/17 00:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,3014,919,IBGE - Censo Demográfico 2010,N,147,206321.723475,206321.725289075,2560.11198102585
862,862,293,Vila Jurari,2,0,Isolada,1981/10/15 00:00:00+00,151,Guaratiba,26,Guaratiba,5.4,Guaratiba,5,216,69,IBGE - Censo Demográfico 2010,N,151,5763.67277108,5763.672770995,403.123199023076
863,863,294,Vila São Jorge (RA - Campo Grande),1,2132,Vila São Jorge,1981/09/24 00:00:00+00,147,Cosmos,18,Campo Grande,5.2,Campo Grande,5,3568,1147,IBGE - Censo Demográfico 2010,N,147,149521.572195,149521.572195275,2082.36113202992
864,864,295,Vila União (RA - Campo Grande),1,2132,Vila São Jorge,1981/09/10 00:00:00+00,146,Inhoaíba,18,Campo Grande,5.2,Campo Grande,5,1246,407,IPP com base em IBGE - Censo Demográfico 2010,N,146,70415.3221458,70415.32214583,1229.92672664511
865,865,296,Vila Nossa Senhora da Paz,1,2094,Condomínio Paco do Lumiar,1988/08/01 00:00:00+00,121,Pechincha,16,Jacarepaguá,4.1,Jacarepaguá,4,442,167,IBGE - Censo Demográfico 2010,N,121,9876.0650473,9876.06504722,632.605884928084
866,866,297,"Avenida João XXIII, nº 300",2,0,Isolada,1981/09/25 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,660,209,IBGE - Censo Demográfico 2010,N,149,67355.3605324,67355.360289115,1930.22470511811
867,867,298,Beco da Guarda,2,0,Isolada,1981/10/01 00:00:00+00,150,Sepetiba,19,Santa Cruz,5.3,Santa Cruz,5,955,268,IBGE - Censo Demográfico 2010,N,150,56347.8906743,56347.892222175,1880.2950707227
868,868,299,Coréia (RA - Santa Cruz),2,0,Isolada,1981/09/24 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,221,68,IBGE - Censo Demográfico 2010,N,149,8985.69781126,8985.697811275,429.994582646967
869,869,300,Divinéia,1,2139,Três Pontes,1981/09/16 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,4436,1332,IPP com base em IBGE - Censo Demográfico 2010,N,148,308085.616682,308085.61519396,4000.8501523012
870,870,301,Linha de Austin,1,2135,Linha de Austin,1981/10/30 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,1963,573,IBGE - Censo Demográfico 2010,N,148,142350.829046,142350.817591815,6636.9552295526
871,871,302,Margem do Canal do Cação Vermelho,2,0,Isolada,1981/11/24 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1422,405,IBGE - Censo Demográfico 2010,N,149,125090.91769,125090.917690405,3081.29675282421
872,872,303,Margem do Canal de São Francisco,2,0,Isolada,1981/10/01 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,215,60,IBGE - Censo Demográfico 2010,N,149,17188.6835572,17188.683557175,1844.29550853268
873,873,304,Rua Iconha,2,0,Isolada,1981/09/24 00:00:00+00,148,Paciência,19,Santa Cruz,5.3,Santa Cruz,5,82,24,IPP com base em IBGE - Censo Demográfico 2010,N,148,5574.14167322,5574.141673335,362.940880310044
874,874,305,Três Pontes,1,2139,Três Pontes,1981/09/16 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,4206,1269,IBGE - Censo Demográfico 2010,N,149,378844.289381,378844.294299575,4465.41609811956
875,875,306,Vala do Sangue,2,0,Isolada,1981/09/25 00:00:00+00,149,Santa Cruz,19,Santa Cruz,5.3,Santa Cruz,5,1346,393,IBGE - Censo Demográfico 2010,N,149,79629.6520609,79629.655990785,3325.25886354291
876,876,307,Bairro da Sapucaia,1,2065,Praia da Rosa,1981/07/15 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1567,477,IBGE - Censo Demográfico 2010,N,101,22117.3738435,22117.373843555,769.904739748086
877,877,308,Bairro Nossa Senhora das Graças,1,2061,Bairro Nossa Senhora das Graças,1981/07/15 00:00:00+00,94,Pitangueiras,20,Ilha do Governador,3.7,Ilha do Governador,3,7127,2355,IPP com base em IBGE - Censo Demográfico 2010,N,094,127622.628745,127622.6287449,2253.02894863541
878,878,309,Bela Vista da Pichuna,1,2062,Bela Vista da Pichuna,1981/06/16 00:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,4122,1343,IBGE - Censo Demográfico 2010,N,098,95811.6968651,95811.69568535,2051.8980700883
879,879,310,Colônia de Pescadores Almirante Gomes Pereira,2,0,Isolada,1981/06/23 00:00:00+00,93,Cacuia,20,Ilha do Governador,3.7,Ilha do Governador,3,2345,787,IBGE - Censo Demográfico 2010,N,093,78538.7453997,78538.745399495,1299.31195948485
880,880,311,Conjunto Residencial dos Servidores Municipais,1,2063,Conjunto Residencial dos Servidores,1981/07/09 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1369,437,IBGE - Censo Demográfico 2010,N,101,81009.8643025,81009.86430246,2608.33418983542
881,881,312,Guarabu,1,2064,Morro do Dendê,1981/07/10 00:00:00+00,100,Jardim Carioca,20,Ilha do Governador,3.7,Ilha do Governador,3,6886,2284,IPP com base em IBGE - Censo Demográfico 2010,N,100,164257.074697,164257.08515789,3362.39501653524
882,882,313,Morro das Araras,1,2062,Bela Vista da Pichuna,1981/06/18 00:00:00+00,98,Freguesia (Ilha do Governador),20,Ilha do Governador,3.7,Ilha do Governador,3,681,231,IBGE - Censo Demográfico 2010,N,098,16546.1836543,16546.183654105,1057.07904130811
883,883,314,Morro do Dendê,1,2064,Morro do Dendê,1981/07/09 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,10036,3260,IPP com base em IBGE - Censo Demográfico 2010,N,101,226296.492843,226296.492843115,2919.91371354948
884,884,315,Morro do Querosene,1,2063,Conjunto Residencial dos Servidores,1981/07/10 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,805,258,IBGE - Censo Demográfico 2010,N,101,20233.854562,20233.85456216,728.582321511518
885,885,316,Parque Proletário dos Bancários,2,0,Isolada,1988/06/29 00:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,3728,1179,IBGE - Censo Demográfico 2010,N,097,77240.4582368,77240.458236775,1298.67960180849
886,886,317,Parque Royal,2,0,Isolada,1981/06/24 00:00:00+00,103,Portuguesa,20,Ilha do Governador,3.7,Ilha do Governador,3,6345,1956,IBGE - Censo Demográfico 2010,N,103,91329.2947245,91329.294611885,1493.79682969629
887,887,319,Praia da Rosa,1,2065,Praia da Rosa,1988/06/26 00:00:00+00,101,Tauá,20,Ilha do Governador,3.7,Ilha do Governador,3,1832,558,IBGE - Censo Demográfico 2010,N,101,30681.6179644,30681.61796424,1094.46551521589
888,888,320,Jardim Duas Praias,1,2063,Conjunto Residencial dos Servidores,1981/07/22 00:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,910,292,IBGE - Censo Demográfico 2010,N,097,30286.8974771,30286.897477215,1507.25614065512
889,889,321,Rua Guariúba,1,2064,Morro do Dendê,1981/07/22 00:00:00+00,96,Cocotá,20,Ilha do Governador,3.7,Ilha do Governador,3,201,65,IBGE - Censo Demográfico 2010,N,096,6291.7198376,6291.719837575,466.602557113938
890,890,322,"Rua Rodano, Lote 22, Quadra 31",1,2064,Morro do Dendê,1981/07/17 00:00:00+00,100,Jardim Carioca,20,Ilha do Governador,3.7,Ilha do Governador,3,81,27,IPP com base em IBGE - Censo Demográfico 2010,N,100,1751.69676466,1751.69676466,188.275542849937
891,891,323,Serra Morena,2,0,Isolada,1981/07/08 00:00:00+00,99,Jardim Guanabara,20,Ilha do Governador,3.7,Ilha do Governador,3,636,210,IBGE - Censo Demográfico 2010,N,099,14386.7181431,14386.718143075,784.12814846993
892,892,324,Tremembé,2,0,Isolada,1981/07/13 00:00:00+00,97,Bancários,20,Ilha do Governador,3.7,Ilha do Governador,3,748,218,IBGE - Censo Demográfico 2010,N,097,17789.1896074,17789.18960741,718.365562381219
893,893,325,Almirante Tamandaré,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/09/07 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,270,79,IPP com base em IBGE - Censo Demográfico 2010,N,112,8467.98814772,8467.987182555,484.86866437286
894,894,326,Avenida,1,2069,Avenida,1981/09/22 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,28,9,IPP com base em IBGE - Censo Demográfico 2010,N,107,13722.0088691,13722.0088691,1213.79237581907
895,895,327,Bairro da Pedreira,1,2075,Bairro da Pedreira,1981/09/21 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,8339,2410,IBGE - Censo Demográfico 2010,N,114,315002.532159,315002.53233071,3220.1058753611
896,896,328,Beira Rio - Rua Arnaldo Murineli - (RA - Anchieta),1,2070,Beira Rio - Rua Arnaldo Murineli,1981/09/22 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,288,83,IBGE - Censo Demográfico 2010,N,107,35446.066154,35446.064811555,1798.8580584337
897,897,329,Beira Rio - Rua Matura (RA - Pavuna),2,0,Isolada,1981/09/21 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,0,0, ,N,111,3630.44284859,3630.44352311,367.007644636465
898,898,330,Fazenda Botafogo / Margem da Linha,1,2075,Bairro da Pedreira,1981/09/22 00:00:00+00,113,Costa Barros,25,Pavuna,3.6,Pavuna,3,7884,2414,IBGE - Censo Demográfico 2010,N,113,313242.587151,313242.58469455,3149.94073577726
899,899,331,Faz Quem Quer (RA - Anchieta),1,2071,Parque Criança Esperança,1982/06/30 00:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,767,236,IPP com base em IBGE - Censo Demográfico 2010,N,106,19578.6715906,19578.671590845,756.334797774195
900,900,332,Fé em Deus,2,0,Isolada,1981/09/22 00:00:00+00,108,Parque Anchieta,22,Anchieta,3.6,Pavuna,3,879,243,IBGE - Censo Demográfico 2010,N,108,21068.27353,21068.273529945,720.243709080401
901,901,333,Furão,2,0,Isolada,1981/09/07 00:00:00+00,110,Coelho Neto,25,Pavuna,3.6,Pavuna,3,571,178,IBGE - Censo Demográfico 2010,N,110,13558.4835628,13558.483562535,698.94387576952
902,902,334,"Gleba I, da Antiga Fazenda Botafogo",1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/01/02 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,11704,3879,IBGE - Censo Demográfico 2010,N,112,480107.314958,480107.31414081,5813.11227559549
903,903,335,Caminho do Job,1,2076,Chico Mendes (Morro do Chapadão),1981/10/22 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,3260,1014,IPP com base em IBGE - Censo Demográfico 2010,N,114,119470.362486,119470.36248561,1502.16675453197
904,904,336,Margem da Linha,2,0,Isolada,1981/09/23 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,1381,421,IBGE - Censo Demográfico 2010,N,112,40582.4975116,40582.49713418,1018.75002330525
905,905,337,Morro do Mata Quatro,2,0,Isolada,1981/09/23 00:00:00+00,106,Guadalupe,22,Anchieta,3.6,Pavuna,3,884,308,IBGE - Censo Demográfico 2010,N,106,32638.2409406,32638.24094056,726.266565827957
906,906,338,Oliveira Bueno,1,2069,Avenida,1981/09/22 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,116,34,IPP com base em IBGE - Censo Demográfico 2010,N,107,13089.6224379,13089.62243815,688.879663108747
907,907,339,Parque Acari,1,2073,Acari,1982/02/08 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,6538,1884,IBGE - Censo Demográfico 2010,N,111,157774.170021,157774.16914532,2383.79874565273
908,908,340,Parque Anchieta,2,0,Isolada,1981/09/12 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,516,156,IBGE - Censo Demográfico 2010,N,107,19667.3297165,19667.329716295,1695.80077184954
909,909,341,Parque Bela Vista,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/09/23 00:00:00+00,87,Honório Gurgel,15,Madureira,3.3,Madureira,3,1487,454,IBGE - Censo Demográfico 2010,N,087,43226.1837912,43226.183791325,1299.13935296199
910,910,342,Parque Columbia,2,0,Isolada,1981/09/21 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,488,173,IBGE - Censo Demográfico 2010,N,114,15820.1232275,15820.12322743,2179.20350481418
911,911,343,Parque São José,1,2077,"Gleba I, da Antiga Fazenda Botafogo",1981/10/07 00:00:00+00,112,Barros Filho,25,Pavuna,3.6,Pavuna,3,1345,418,IBGE - Censo Demográfico 2010,N,112,45345.260276,45345.260275905,1065.7196324448
912,912,344,Parque Unidos,1,2079,Parque Unidos,1981/09/21 00:00:00+00,158,Parque Colúmbia,25,Pavuna,3.6,Pavuna,3,2048,604,IBGE - Censo Demográfico 2010,N,158,91495.9645993,91495.962515385,2677.62796731976
913,913,345,Araguatins,1,2074,Araguatins,1981/09/22 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,149,45,IPP com base em IBGE - Censo Demográfico 2010,N,114,5117.41696989,5117.416969845,828.074005183118
914,914,346,Rua Itatiba,1,2069,Avenida,1981/10/13 00:00:00+00,107,Anchieta,22,Anchieta,3.6,Pavuna,3,175,51,IBGE - Censo Demográfico 2010,N,107,8014.34338152,8014.343381425,723.799499687527
915,915,347,Rua Parnaíba,2,0,Isolada,1981/09/14 00:00:00+00,110,Coelho Neto,25,Pavuna,3.6,Pavuna,3,26,9,IPP com base em IBGE - Censo Demográfico 2010,N,110,1884.04125483,1884.041254865,179.368334790347
916,916,348,Sossego - Alegria,1,2032,Bairro Proletário do Dique,1981/08/06 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,1621,499,IBGE - Censo Demográfico 2010,N,114,57482.5576491,57482.557649085,1167.00869670186
917,917,349,Vila Beira Rio,1,2032,Bairro Proletário do Dique,1981/08/06 00:00:00+00,114,Pavuna,25,Pavuna,3.6,Pavuna,3,2584,794,IBGE - Censo Demográfico 2010,N,114,123097.625056,123097.62773343,2762.24578666672
918,918,350,Vila Esperança (RA - Pavuna),1,2073,Acari,1982/03/08 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,5233,1538,IBGE - Censo Demográfico 2010,N,111,140645.776732,140645.7767319,2565.87237241839
919,919,351,Vila Eugênia,1,2059,Vila Eugênia,1981/09/23 00:00:00+00,90,Marechal Hermes,15,Madureira,3.3,Madureira,3,4686,1485,IBGE - Censo Demográfico 2010,N,090,134915.677434,134915.677434,2393.70471471945
920,920,352,Vila Rica de Irajá,1,2073,Acari,1982/02/18 00:00:00+00,111,Acari,25,Pavuna,3.6,Pavuna,3,10215,3035,IBGE - Censo Demográfico 2010,N,111,318145.690734,318145.69447397,5801.25638652352
921,921,353,Baronesa,1,2014,Vila Paraíso,1981/12/16 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,172,57,IBGE - Censo Demográfico 2010,N,014,3812.5079921,3812.507992035,282.147468236164
922,922,354,Francisco de Castro,2,0,Isolada,1981/12/16 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,49,11,IPP com base em IBGE - Censo Demográfico 2010,N,014,1612.35510184,1612.35510182,174.558456407421
923,923,355,Júlio Otoni,2,0,Isolada,1981/03/31 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,758,231,IBGE - Censo Demográfico 2010,Cerro Corá,014,21225.3525965,21225.352902695,781.500041431943
924,924,356,Morro da Coroa,2,0,Isolada,1981/12/23 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,4069,1323,IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,014,81893.2738437,81893.273843745,1589.53972579694
925,925,357,Morro dos Prazeres,1,2012,Morro dos Prazeres,1981/12/12 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,2136,622,IBGE - Censo Demográfico 2010,Prazeres / Escondidinho,014,50627.3511356,50627.351683055,1628.91880265379
926,926,358,Ocidental Fallet,2,0,Isolada,1981/11/04 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,749,248,IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,014,46162.1574808,46162.1574807,1404.51388284811
927,927,359,Travessa Vista Alegre,2,0,Isolada,1981/06/23 00:00:00+00,14,Santa Teresa,23,Santa Teresa,1.1,Centro,1,154,51,IBGE - Censo Demográfico 2010,N,014,1818.88271936,1818.882719475,194.435948887102
928,928,360,Unidos de Santa Tereza,1,2013,Unidos de Santa Tereza,1981/07/09 00:00:00+00,7,Rio Comprido,3,Rio Comprido,1.1,Centro,1,3768,1203,IBGE - Censo Demográfico 2010,Fallet / Fogueteiro - Coroa,007,112434.29826,112434.30255576,3773.54907820782
929,929,362,Vista Alegre do Recreio,2,0,Isolada,1995/05/16 00:00:00+00,132,Recreio dos Bandeirantes,24,Barra da Tijuca,4.2,Barra da Tijuca,4,689,227,IBGE - Censo Demográfico 2010,N,132,11231.4292744,11231.429274105,533.502155361718
